Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,Total_order_cycle_time,Total_Logistics_Cost,Net_profit,Cost_Efficiency_Ratio,Capacity_Utilization,Inventory_Turnover_Ratio,Stock_to_Demand_Ratio
WH196,San Francisco,4812,751,10,6,21,33970,S813,Electronics,2245,2.995534915464789,5.9240015625511,3.023004541028902,10905,18866,7405,108,10,75,8.99553491546479,60241,-57996,26.833407572383074,44.126547455295736,0.46654197838736494,6.40745672436751
WH054,New York,3234,4239,8,7,17,53723,S156,Electronics,8678,3.370670330098038,6.243344098842718,4.161418912257416,18257,18102,8880,74,41,61,10.370670330098038,80705,-72027,9.299953906430053,17.71375362874514,2.683364254792826,0.7629157820240623
WH462,Atlanta,3142,2856,9,4,15,97968,S728,Automotive,3289,2.677728250372465,2.4261451018207167,1.8289441819918664,18089,19529,7146,223,15,86,6.677728250372465,124643,-121354,37.89692915779872,17.36967217646083,1.0467854869509867,1.100140056022409
WH221,Chicago,4943,3956,4,3,15,93573,S697,Electronics,5874,0.7745312008658547,1.7342193183873578,4.332292856692737,11235,7855,14611,76,44,28,3.7745312008658547,116039,-110165,19.754681647940075,43.99643969737428,1.1883471575966011,1.249494438827098
WH251,Denver,3252,4110,9,1,23,31002,S244,Apparel,7620,4.231503634204799,4.904070449933503,4.391785540115457,26329,2308,9978,268,34,84,5.231503634204799,43288,-35668,5.680839895013123,12.351399597402105,2.3431734317343174,0.7912408759124088
WH118,Seattle,2936,1810,7,1,15,85788,S871,Electronics,2984,0.971550171935548,5.255492601715046,2.084627519019276,12727,1632,12062,260,41,56,1.9715501719355482,99482,-96498,33.338471849865954,23.06906576569498,1.0163487738419619,1.6220994475138122
WH358,Houston,1336,2299,3,7,16,58287,S207,Automotive,6728,0.8639036957819688,4.665251033426094,3.334094526064494,41200,3103,9223,270,5,65,7.863903695781969,70613,-63885,10.49539239001189,3.2427184466019416,5.0359281437125745,0.5811222270552414
WH225,San Francisco,2338,2984,5,6,16,99158,S273,Furniture,9782,3.897356309553997,7.300319872222429,1.764712758016008,49023,13849,14520,249,8,64,9.897356309553997,127527,-117745,13.036904518503373,4.769189972053934,4.183917878528657,0.7835120643431636
WH353,Atlanta,1817,5158,7,3,18,80216,S968,Groceries,5974,3.47067250229178,6.361999198461259,4.439038583223961,39379,8720,13741,158,11,96,6.47067250229178,102677,-96703,17.187311683963845,4.614134437136545,3.2878370941111723,0.3522683210546724
WH420,San Francisco,3889,4046,2,2,20,66747,S595,Apparel,4067,4.715296744000979,7.868701786520098,4.406759226158186,39899,19918,1522,149,7,21,6.715296744000979,88187,-84120,21.683550528645192,9.74711145642748,1.0457701208536898,0.9611962432031637
WH239,Miami,2435,3823,10,1,15,55720,S284,Groceries,3797,3.469364786796328,3.163697658230109,3.7893222324034728,46320,6255,7436,25,24,29,4.469364786796328,69411,-65614,18.280484593099814,5.2569084628670115,1.5593429158110883,0.6369343447554277
WH491,Miami,4508,2131,5,2,11,72094,S232,Automotive,5076,1.804647088640153,2.5747090480397805,4.605613554242797,10464,13887,5737,110,6,75,3.804647088640153,91718,-86642,18.06895193065406,43.08103975535168,1.1259982253771075,2.1154387611450023
WH465,Houston,4939,2881,10,6,14,82802,S505,Groceries,9078,0.5340617459330065,1.291893180445284,4.194979731770829,29356,10599,951,137,27,23,6.534061745933006,94352,-85274,10.393478739810531,16.8244992505791,1.8380238914760072,1.714335300242971
WH439,Dallas,3555,4504,5,6,16,49831,S925,Electronics,4434,3.2506152204146623,6.805738656566702,3.567064375231698,40412,4257,7568,141,45,91,9.250615220414662,61656,-57222,13.905277401894452,8.796892012273583,1.2472573839662446,0.7892984014209592
WH422,Miami,1219,4620,8,4,12,87187,S138,Automotive,3844,2.9478697378158336,7.146980659168711,1.4941282997652303,13414,2093,8128,274,49,23,6.947869737815834,97408,-93564,25.340270551508844,9.087520500969138,3.1534044298605415,0.26385281385281384
WH162,Chicago,2737,1503,5,3,17,72351,S256,Electronics,6939,4.454161447040795,4.059557449189448,2.5056628129128966,42643,7212,8668,0,46,78,7.454161447040795,88231,-81292,12.715232742470096,6.418403958445701,2.535257581293387,1.821024617431803
WH381,Los Angeles,3835,969,9,2,5,62446,S325,Furniture,3646,4.935029275823371,5.120439655264492,1.00482548387703,22411,6006,6845,77,18,15,6.935029275823371,75297,-71651,20.65194733955019,17.112132434964973,0.9507170795306389,3.957688338493292
WH433,San Francisco,1011,4060,5,5,21,76238,S963,Apparel,3308,3.417961865341944,7.173437635096746,2.411667412615189,34918,2038,14626,258,46,48,8.417961865341944,92902,-89594,28.08403869407497,2.89535483131909,3.2720079129574677,0.24901477832512314
WH417,Denver,3017,3410,7,7,16,95929,S365,Automotive,5507,3.810683966078039,9.44045105144236,1.2332601283929705,41470,15077,13522,242,44,58,10.810683966078038,124528,-119021,22.61267477755584,7.275138654449,1.8253231687106397,0.8847507331378299
WH271,Houston,2190,4409,5,7,21,99472,S891,Furniture,3787,4.706867146324203,1.170620771304119,3.318058985084025,39709,11486,4392,80,13,71,11.706867146324203,115350,-111563,30.45946659625033,5.5151225163061275,1.7292237442922374,0.496711272397369
WH349,Los Angeles,2308,724,5,1,16,92173,S273,Electronics,3727,4.904813561110809,9.992465129205904,2.8874223936333463,49852,12760,11568,240,36,31,5.904813561110809,116501,-112774,31.258653072176013,4.6297039236138975,1.6148180242634316,3.1878453038674035
WH026,Houston,1992,4773,5,4,12,36291,S219,Groceries,4612,1.79335041838702,4.670677887423413,1.6984218280341103,16817,11598,10070,107,48,37,5.7933504183870195,57959,-53347,12.566999132697312,11.84515668668609,2.3152610441767068,0.41734758013827783
WH347,Atlanta,1284,4240,8,5,24,91504,S898,Groceries,8173,0.7519325283305757,5.201192274058323,2.394329744532264,14075,3025,12889,172,31,10,5.751932528330576,107418,-99245,13.143031934418206,9.122557726465363,6.3652647975077885,0.30283018867924527
WH219,Dallas,3921,4064,10,3,16,46284,S648,Furniture,7361,1.0957766865508287,9.992382013245598,3.080971229791734,42770,11017,1729,99,45,13,4.0957766865508285,59030,-51669,8.019290857220486,9.16764086976853,1.8773272124458047,0.9648129921259843
WH444,New York,2214,1757,10,7,25,34912,S677,Apparel,9432,3.1286587654929203,2.0860709896506924,2.0778222682440077,15788,10598,3113,233,48,52,10.12865876549292,48623,-39191,5.1551102629346905,14.023308842158603,4.260162601626016,1.2601024473534435
WH393,Denver,3352,1825,9,4,8,65532,S403,Automotive,7382,0.8571721065544426,2.5989405231996883,4.068151559759741,45742,6788,11258,48,16,44,4.857172106554443,83578,-76196,11.321863993497697,7.328057365222334,2.202267303102625,1.8367123287671232
WH121,Dallas,4422,3216,3,6,19,51038,S596,Automotive,8910,1.7045137649212243,7.90822841050626,4.564097867210652,31151,12442,3752,179,34,26,7.7045137649212245,67232,-58322,7.545679012345679,14.195370935122467,2.014925373134328,1.375
WH366,New York,3904,1956,6,6,16,96162,S473,Groceries,4401,3.552024617650632,6.061995903331615,3.484360598874748,26040,3997,1846,277,34,36,9.552024617650632,102005,-97604,23.17768688934333,14.99231950844854,1.1273053278688525,1.9959100204498978
WH420,Houston,778,4266,6,5,18,36339,S645,Furniture,6029,1.772902038318377,3.2001639973856064,1.634038370137712,33230,18911,2535,291,15,69,6.772902038318377,57785,-51756,9.584508210316802,2.341257899488414,7.749357326478149,0.1823722456633849
WH324,Los Angeles,1691,4729,4,5,24,98302,S501,Apparel,1842,1.202884090053559,9.751962347045158,4.226509696697865,19745,19929,14181,205,6,12,6.2028840900535585,132412,-130570,71.88490770901194,8.56419346670043,1.0892962743938497,0.3575808839078029
WH363,Denver,3150,4731,9,4,17,52286,S612,Electronics,1253,1.4616347039308113,6.15396864284652,4.331673334360975,28836,18445,4379,142,10,67,5.4616347039308115,75110,-73857,59.944134078212294,10.923845193508114,0.3977777777777778,0.6658211794546608
WH030,New York,3930,1197,10,1,13,66480,S123,Apparel,9448,2.583968438359283,8.334399681302603,3.6052645068224303,36144,3341,6868,214,36,34,3.583968438359283,76689,-67241,8.116955969517358,10.873173970783533,2.4040712468193384,3.2832080200501252
WH119,Miami,1100,2919,9,5,16,79205,S795,Groceries,5735,4.508077237251215,7.684174013267885,4.629416284556829,28489,5217,14484,147,36,74,9.508077237251214,98906,-93171,17.2460331299041,3.8611393871318755,5.213636363636364,0.3768413840356286
WH314,New York,794,2163,8,6,11,93008,S443,Groceries,1448,3.847996064051405,1.0723231957888577,1.549873626692161,25387,5083,5620,97,41,9,9.847996064051404,103711,-102263,71.6236187845304,3.1275849844408556,1.8236775818639799,0.36708275543227
WH436,New York,4553,955,5,7,7,77040,S989,Furniture,4390,2.7710131401185234,2.5419419878140785,3.857427760109577,32777,11404,2328,5,22,8,9.771013140118523,90772,-86382,20.676993166287016,13.890838087683436,0.9641994289479464,4.767539267015707
WH390,Dallas,3530,1066,8,1,19,68576,S927,Furniture,2204,1.195314910892917,9.38169165487513,4.262431387105646,15844,11824,13391,277,7,28,2.1953149108929173,93791,-91587,42.5549001814882,22.27972734158041,0.6243626062322947,3.3114446529080674
WH204,New York,4161,4769,2,6,25,64773,S364,Furniture,7505,4.846602061641753,5.889543245112575,1.5720083203072337,27050,4514,2645,98,46,50,10.846602061641754,71932,-64427,9.58454363757495,15.382624768946396,1.8036529680365296,0.8725099601593626
WH032,Atlanta,3103,1480,8,3,13,79160,S386,Furniture,9252,3.0251615946075354,8.186045360863538,1.0818871758123323,19103,7872,1947,131,0,14,6.025161594607535,88979,-79727,9.617271941201903,16.243521959901585,2.9816306799871093,2.0966216216216216
WH313,Chicago,2208,1610,3,7,11,34878,S612,Apparel,8124,1.420225817972791,3.38756589073306,1.3920347571825458,23458,16194,1647,72,47,89,8.42022581797279,52719,-44595,6.489290989660266,9.412567141273765,3.6793478260869565,1.3714285714285714
WH187,Dallas,1010,4507,5,6,20,61693,S488,Groceries,3900,2.524264565346945,4.668143781040118,3.05819686794994,14077,12042,5816,271,9,23,8.524264565346945,79551,-75651,20.397692307692306,7.174824181288626,3.8613861386138613,0.22409585089860218
WH490,Los Angeles,1734,3809,10,5,7,85301,S387,Groceries,1535,4.595209993614094,6.015609742094156,3.1869844226006925,42089,19944,8555,164,37,67,9.595209993614095,113800,-112265,74.13680781758957,4.119841288697759,0.8852364475201846,0.45523759516933576
WH396,Los Angeles,4689,620,7,2,9,96508,S142,Electronics,2833,4.108624404006396,8.824586437609986,2.7413256718366026,10597,19812,13221,144,8,79,6.108624404006396,129541,-126708,45.72573243911048,44.24837218080589,0.6041799957346983,7.562903225806451
WH075,Houston,2578,4206,2,4,8,73583,S771,Furniture,5971,4.515413487345189,7.364516719676369,4.1730108805110095,47323,11323,11581,153,11,79,8.515413487345189,96487,-90516,16.159269804052922,5.447668152906621,2.3161365399534524,0.6129339039467427
WH257,Houston,839,2010,10,1,13,69694,S708,Apparel,4652,1.5356456626670991,7.649802840709654,2.079390419609944,41031,19979,13698,289,26,90,2.535645662667099,103371,-98719,22.220765262252794,2.0447953986010576,5.544696066746126,0.4174129353233831
WH380,Denver,1295,1850,8,2,6,86908,S873,Automotive,7556,4.1523788582461485,4.041980619757947,2.891640217548696,10776,2975,2045,45,6,12,6.1523788582461485,91928,-84372,12.16622551614611,12.017446176688939,5.834749034749035,0.7
WH286,Denver,4552,2103,10,3,19,74330,S454,Apparel,7955,1.7702858554788303,3.864810197931973,2.1094010880683984,22787,4803,1858,143,41,98,4.77028585547883,80991,-73036,10.181143934632306,19.97630227761443,1.7475834797891037,2.16452686638136
WH076,Houston,2468,1696,8,2,17,73989,S635,Furniture,8653,1.4090732974021467,9.62770978461267,3.5687157703759174,20971,7064,8104,113,23,100,3.4090732974021467,89157,-80504,10.303594129203745,11.768632873968814,3.5060777957860614,1.455188679245283
WH387,Atlanta,2420,3470,6,6,24,32599,S872,Groceries,2840,4.907269903757063,9.244001489616153,3.27482587646642,16208,16299,10144,50,2,54,10.907269903757063,59042,-56202,20.78943661971831,14.930898321816388,1.1735537190082646,0.6974063400576369
WH342,Los Angeles,802,1651,5,5,25,98483,S928,Furniture,5708,3.840250627071274,7.202271729027608,3.701300823582167,42957,11639,14914,34,28,86,8.840250627071274,125036,-119328,21.905395935529082,1.8669832623320997,7.117206982543641,0.48576620230163536
WH453,New York,1322,4183,9,7,13,73377,S434,Automotive,6710,3.276076044695144,7.01440767031808,1.1617849613965467,42688,4554,936,299,33,44,10.276076044695143,78867,-72157,11.75365126676602,3.0968890554722637,5.075642965204236,0.3160411188142481
WH473,Atlanta,4966,4469,10,7,5,33179,S181,Electronics,8446,4.379972845132558,8.291569101005035,4.275251089762135,25568,18319,7078,227,32,77,11.379972845132558,58576,-50130,6.935354013734312,19.422715894868585,1.7007652033830045,1.1112105616469008
WH195,Los Angeles,2482,1780,9,6,12,74035,S188,Automotive,3562,0.7055232818868602,7.118490485729158,3.148438483772377,47194,1901,12651,222,13,95,6.70552328188686,88587,-85025,24.8700168444694,5.259143111412468,1.435132957292506,1.3943820224719101
WH419,Seattle,4615,2767,7,3,14,57295,S112,Furniture,9618,2.375159432235976,4.356989296573016,3.7541779931818136,28007,3193,9014,13,36,57,5.375159432235976,69502,-59884,7.2262424620503225,16.478023351305033,2.0840736728060674,1.667871340802313
WH315,New York,1864,4837,5,1,5,82497,S709,Furniture,4968,1.4000955742110597,1.5367165720100222,3.948053789797637,49764,6405,8691,138,16,28,2.4000955742110595,97593,-92625,19.644323671497585,3.7456796077485732,2.665236051502146,0.38536282819929707
WH397,Atlanta,1594,2760,2,6,9,98567,S813,Apparel,2433,3.718506497301825,8.225946266682598,4.561284602274007,10576,14648,14169,129,19,67,9.718506497301824,127384,-124951,52.35676120016441,15.071860816944024,1.5263488080301129,0.577536231884058
WH492,San Francisco,1967,442,7,1,6,34205,S287,Furniture,5005,2.195862453880833,5.268478281871635,3.614909378122749,21377,3361,9361,75,39,7,3.195862453880833,46927,-41922,9.376023976023976,9.201478224259718,2.5444839857651247,4.450226244343892
WH040,Houston,863,4365,5,7,10,31316,S153,Furniture,2078,3.2414573016733064,2.493200356099349,3.845446886297575,25078,11949,11131,201,41,18,10.241457301673307,54396,-52318,26.177093358999038,3.441263258633065,2.4078794901506373,0.197709049255441
WH109,Denver,4748,4753,3,6,16,67320,S193,Groceries,2960,2.882183340289632,5.724938790291498,1.9200545874933583,35955,19702,9406,116,26,56,8.882183340289632,96428,-93468,32.57702702702703,13.205395633430678,0.6234203875315922,0.998948032821376
WH104,San Francisco,3963,4359,8,4,19,95995,S732,Furniture,7022,3.680100359494773,7.211697756438308,4.568314269746979,15192,5196,11137,228,46,29,7.680100359494773,112328,-105306,15.996582170321846,26.086097946287516,1.7718899823366137,0.9091534755677908
WH129,Miami,4049,3732,6,2,13,64539,S461,Automotive,8796,2.987334537572503,4.877972884264882,4.78904211941164,34165,15396,9246,78,32,6,4.987334537572503,89181,-80385,10.13881309686221,11.85130981999122,2.172388244010867,1.084941050375134
WH430,Atlanta,680,3984,2,3,11,91042,S381,Automotive,1825,2.2104470795660154,8.816115860873305,3.3572875375798232,15155,9438,4296,47,27,98,5.210447079566015,104776,-102951,57.41150684931507,4.486967997360607,2.6838235294117645,0.1706827309236948
WH389,San Francisco,2172,3321,2,5,9,60429,S902,Automotive,8783,1.747484223255367,3.062882015255468,3.637114218696913,47296,19538,10792,201,22,14,6.747484223255367,90759,-81976,10.33348514175111,4.592354533152909,4.043738489871086,0.6540198735320687
WH086,New York,2160,1085,9,5,5,66793,S897,Apparel,1418,1.2060110313696566,7.28676562645648,1.5851295665393947,41232,5883,6290,18,21,36,6.206011031369656,78966,-77548,55.68829337094499,5.238649592549476,0.6564814814814814,1.9907834101382489
WH023,Atlanta,4279,3822,4,6,10,91635,S133,Furniture,6007,3.5625677110903755,8.047765808315695,3.960474932253778,18979,2775,8483,221,48,50,9.562567711090376,102893,-96886,17.128849675378724,22.54597186363876,1.4038326711848563,1.119570905285191
WH242,New York,3212,2993,2,5,17,47222,S485,Groceries,4836,1.919942757694521,8.37087689398079,2.6744044998206027,12761,2360,10103,53,2,12,6.919942757694521,59685,-54849,12.34181141439206,25.17044118799467,1.5056039850560399,1.0731707317073171
WH320,Houston,2420,2840,2,7,25,62394,S915,Automotive,2670,2.97713452909982,4.530270796178097,4.5411389329928085,42442,2183,13272,282,46,7,9.97713452909982,77849,-75179,29.156928838951313,5.701899062249658,1.103305785123967,0.852112676056338
WH296,Seattle,1762,3916,2,4,13,36091,S746,Automotive,5329,2.9872567613607783,6.416783114267743,3.49366944054548,37245,19475,12567,16,31,91,6.987256761360778,68133,-62804,12.785325577031339,4.730836353873003,3.024404086265607,0.44994892747701737
WH012,Seattle,3842,4266,5,3,9,54664,S377,Electronics,6678,2.9602949082183567,4.46561468135199,3.0452131210380493,24667,12490,11557,68,11,31,5.960294908218357,78711,-72033,11.786612758310872,15.575465196416264,1.7381572097865694,0.9006094702297234
WH035,Chicago,3929,3188,10,6,7,93280,S287,Automotive,9632,2.7168255094235843,4.289734236430016,3.4000754770786643,43657,5616,14651,13,32,12,8.716825509423584,113547,-103915,11.788517441860465,8.999702224156493,2.4515143802494275,1.2324341279799247
WH093,Dallas,4224,3596,2,1,22,63818,S867,Apparel,8200,2.3700547541406656,5.289006334713199,2.6468772978064505,24435,10588,8540,297,36,75,3.3700547541406656,82946,-74746,10.115365853658536,17.286678944137506,1.941287878787879,1.174638487208009
WH098,Dallas,3418,5130,6,3,11,97235,S670,Groceries,3468,1.440203816306644,1.3376233533736237,2.0984999138774483,38426,18176,3251,135,43,58,4.440203816306644,118662,-115194,34.21626297577855,8.89501899755374,1.0146284376828554,0.6662768031189084
WH124,New York,2550,2544,5,4,18,43064,S593,Furniture,7192,1.4897770467721607,6.179666013239157,1.3514591936770874,23986,7744,13724,38,32,85,5.4897770467721605,64532,-57340,8.972747497219132,10.6312015342283,2.820392156862745,1.0023584905660377
WH183,Miami,3442,3997,3,3,18,34794,S121,Electronics,6003,2.648753847784548,7.034610802977581,3.8105603903936016,47664,5117,8157,28,26,54,5.648753847784548,48068,-42065,8.007329668499084,7.221383014434374,1.7440441603718768,0.8611458593945459
WH426,Atlanta,2998,658,10,2,19,43556,S375,Electronics,8622,2.4705720423941133,7.861706326172716,4.263083670931272,37264,13469,6482,52,15,80,4.470572042394114,63507,-54885,7.365692414752957,8.045298411335338,2.875917278185457,4.556231003039514
WH424,Seattle,1645,1998,7,4,13,85144,S339,Electronics,1803,1.917564835323991,7.341778087634344,3.784353520552647,47552,10090,9488,167,47,40,5.917564835323991,104722,-102919,58.082085413200225,3.4593707940780623,1.096048632218845,0.8233233233233234
WH279,Los Angeles,2279,1715,3,6,19,51798,S474,Apparel,5390,2.976805287248679,7.271054630751614,2.896386379738037,17432,5887,1238,29,39,69,8.976805287248679,58923,-53533,10.93191094619666,13.073657641119778,2.3650724001755155,1.328862973760933
WH401,Houston,3631,4761,9,7,23,85798,S350,Apparel,1238,3.3987068793045028,4.565389420052664,2.3728713723014043,25878,3896,11847,63,43,94,10.398706879304502,101541,-100303,82.02019386106623,14.03122343303192,0.3409529055356651,0.762654904431842
WH187,Dallas,2756,4440,4,5,16,91702,S674,Electronics,7713,3.5480160897070467,4.640103407357678,4.449951493055449,39303,5345,3013,126,33,85,8.548016089707048,100060,-92347,12.972902891222612,7.012187364832201,2.798621190130624,0.6207207207207207
WH411,Denver,2005,621,2,4,12,38148,S195,Groceries,9068,1.047234568755509,8.28898910267446,2.168571266584008,25644,12799,12305,290,42,32,5.047234568755509,63252,-54184,6.975297750330833,7.818593043206988,4.522693266832918,3.2286634460547505
WH026,Chicago,2042,2627,6,5,12,55853,S944,Electronics,4488,1.305304607006086,4.181986880364314,3.5731746891971823,13881,2691,1893,203,50,73,6.305304607006086,60437,-55949,13.466354723707665,14.71075570924285,2.197845249755142,0.777312523791397
WH268,Seattle,3150,4897,9,2,10,92424,S690,Automotive,4681,2.2595624702564825,1.3232946983728615,3.2973424684953416,11336,16865,12202,79,14,82,4.2595624702564825,121491,-116810,25.954069643238626,27.787579393083977,1.486031746031746,0.6432509699816213
WH436,Houston,3431,3271,4,3,11,98150,S955,Apparel,4605,4.339924875872783,3.717720086447093,2.7177869191083417,32555,4215,6391,48,50,90,7.339924875872783,108756,-104151,23.616938110749185,10.539087697742282,1.342174293208977,1.0489147049831855
WH256,Houston,4169,4979,8,6,15,79750,S539,Groceries,6683,2.677692892411743,5.211208088217426,1.1775552926471595,44285,17836,1355,61,26,24,8.677692892411743,98941,-92258,14.804878048780488,9.414022806819466,1.6030223075077956,0.837316730267122
WH290,New York,1498,3928,3,3,22,73515,S827,Apparel,5884,3.2328263202786784,7.814388590756113,2.909715395280833,27015,17774,1468,215,10,57,6.2328263202786784,92757,-86873,15.764276002719239,5.545067555062003,3.9279038718291055,0.38136456211812625
WH480,Los Angeles,3929,1419,7,3,15,96829,S566,Apparel,3793,1.6347000556027464,3.3140563605801594,1.1985093378139893,45860,7257,7188,222,0,22,4.634700055602746,111274,-107481,29.33667281834959,8.567378979502834,0.9653855942988038,2.768851303735025
WH020,San Francisco,2734,4605,3,3,20,94845,S810,Groceries,9663,2.389876579130718,0.8970863063780021,4.1505316907330965,41700,14331,8580,195,40,92,5.389876579130718,117756,-108093,12.186277553554797,6.556354916067146,3.5343818580833943,0.5937024972855591
WH017,Denver,4576,1341,2,6,6,52507,S696,Apparel,3262,4.282557844736154,2.356135204360894,2.4253280068591727,38381,12369,11657,130,11,42,10.282557844736154,76533,-73271,23.461986511342733,11.922565852895964,0.7128496503496503,3.412378821774795
WH325,New York,4863,2479,6,4,15,61482,S147,Groceries,5514,3.4465686099311643,3.9813986374516426,4.057322748794938,21317,9460,11887,20,10,34,7.446568609931164,82829,-77315,15.02158142908959,22.81277853356476,1.133867982726712,1.9616780960064542
WH304,Los Angeles,3206,3987,2,2,23,56759,S739,Furniture,9928,1.286769647650254,7.357488212537387,2.858419031796357,49752,2529,6603,98,29,45,3.286769647650254,65891,-55963,6.636885576148267,6.443962051776812,3.0966936993137866,0.8041133684474542
WH315,Chicago,2679,2355,4,1,10,85536,S512,Apparel,5352,2.6966956052344067,3.5870495149655763,2.912918175406096,43969,17067,8262,60,47,33,3.6966956052344067,110865,-105513,20.71468609865471,6.0929291091450795,1.997760358342665,1.1375796178343949
WH179,San Francisco,4703,3631,3,4,5,55573,S690,Groceries,5077,0.7336706333926714,1.3489601648366918,1.4446041613010672,22122,7430,9719,15,34,51,4.733670633392672,72722,-67645,14.32381327555643,21.25937980291113,1.0795237082713163,1.2952354723216746
WH205,Houston,4789,2629,10,4,18,67902,S844,Groceries,1150,1.8773040390826208,4.252128866105797,4.575927135233751,24608,2315,5798,125,20,57,5.87730403908262,76015,-74865,66.1,19.461150845253574,0.24013363959072875,1.8216051730696081
WH005,Atlanta,2865,5093,9,5,14,50857,S617,Apparel,2701,2.523635435211358,1.8625659852324865,4.039106088212192,35251,3425,7300,22,0,13,7.523635435211358,61582,-58881,22.799703813402445,8.127429009106123,0.9427574171029668,0.5625368152365993
WH100,Atlanta,4348,3191,4,3,9,60499,S145,Electronics,6065,0.6392561013455638,6.620696561104883,4.271051884810753,36544,3673,4952,181,50,85,3.6392561013455635,69124,-63059,11.39719703215169,11.897985989492119,1.3948942042318306,1.3625822626136008
WH326,Seattle,1689,5061,9,2,12,37440,S414,Groceries,3417,1.5271149402518045,0.5728469576615047,4.351889885838089,38198,8814,3819,171,23,75,3.5271149402518045,50073,-46656,14.654082528533802,4.421697471071784,2.0230905861456483,0.33372851215174865
WH233,Houston,1799,4048,2,3,22,39231,S415,Furniture,7128,1.5590783992193815,1.172217244371951,1.6279183210284724,21097,2115,6205,10,20,91,4.5590783992193815,47551,-40423,6.6710157126823795,8.527278760013273,3.962201222901612,0.44441699604743085
WH277,Los Angeles,4884,3184,5,4,6,48757,S710,Furniture,1966,2.4600373430754097,0.6649659718789964,1.394510054397823,28549,16441,14887,113,10,18,6.46003734307541,80085,-78119,40.73499491353001,17.10742933202564,0.40253890253890257,1.5339195979899498
WH440,Atlanta,2943,3759,4,4,17,84467,S858,Automotive,5491,2.781952737615016,5.72585374344053,1.0684815599474948,11290,7098,11675,88,17,61,6.781952737615017,103240,-97749,18.80167546894919,26.06731620903454,1.8657832144070676,0.7829209896249002
WH077,Miami,4930,1596,9,6,16,65180,S999,Apparel,5159,3.0247428750866963,1.2266371427094962,4.746088491599664,18352,11701,13753,293,30,35,9.024742875086696,90634,-85475,17.568133359178134,26.863557105492593,1.046450304259635,3.088972431077694
WH478,San Francisco,1233,5175,6,6,16,49703,S466,Electronics,9533,4.695794006867258,3.3396191125136165,4.831641704420944,27791,18878,3668,232,34,55,10.695794006867258,72249,-62716,7.578831427672296,4.436688136447051,7.73154906731549,0.2382608695652174
WH402,Seattle,674,4623,5,1,14,82542,S954,Automotive,4972,3.882602248656549,4.357942438519766,1.2330628021304957,26141,15403,9039,228,6,64,4.882602248656549,106984,-102012,21.517296862429607,2.578325236218966,7.376854599406528,0.14579277525416395
WH341,Houston,3722,1745,4,2,10,67201,S361,Electronics,3781,3.8410717195953934,4.759903195537997,4.795935040731765,13998,15719,12369,91,15,27,5.841071719595393,95289,-91508,25.202062946310498,26.589512787541075,1.0158516926383665,2.1329512893982807
WH258,Miami,1503,4215,4,1,18,61767,S209,Automotive,7511,3.17028493276809,1.8799062106210445,4.410955472342002,48675,11230,5869,13,9,67,4.17028493276809,78866,-71355,10.500066569032086,3.0878274268104775,4.997338656021291,0.35658362989323844
WH119,Atlanta,3386,3306,2,7,15,73834,S538,Furniture,2230,3.56688264658246,3.3750029516222497,1.939978334575208,23075,4455,7674,219,0,56,10.56688264658246,85963,-83733,38.54843049327354,14.673889490790899,0.6585942114589486,1.0241984271022384
WH068,Los Angeles,3513,3170,4,3,19,53542,S599,Electronics,7359,0.657614548972585,7.530401119491331,2.170646588454288,20332,4948,5074,273,43,92,3.657614548972585,63564,-56205,8.637586628618019,17.278182175880385,2.094790777113578,1.1082018927444794
WH031,San Francisco,1343,848,10,1,12,64407,S690,Groceries,9625,0.5687921384515013,7.747956526464611,2.508540592723153,46795,10723,4060,2,31,19,1.5687921384515013,79190,-69565,8.227532467532468,2.8699647398226307,7.1667907669396875,1.5837264150943395
WH499,Houston,4672,4914,5,1,17,43396,S112,Groceries,8583,2.5028725609102023,1.0204848544871623,3.743667117359365,23417,19063,2637,88,3,33,3.5028725609102023,65096,-56513,7.584294535710125,19.951317418969126,1.8371147260273972,0.9507529507529507
WH389,Los Angeles,3446,3285,3,5,9,93587,S394,Apparel,3947,1.9972381147676348,2.2598726268171463,1.352398616317385,28596,1997,2877,23,23,11,6.997238114767635,98461,-94514,24.94578160628325,12.050636452650721,1.145385954730122,1.0490106544901066
WH461,Los Angeles,1690,3229,2,3,25,36991,S217,Electronics,4122,1.9534485842257527,8.118054923886675,4.66358695634149,18398,9138,5531,44,16,25,4.953448584225753,51660,-47538,12.532751091703057,9.18578106315904,2.43905325443787,0.5233818519665531
WH192,San Francisco,1631,4816,7,2,10,97759,S187,Electronics,6095,2.8450084008493177,0.6227868363952367,4.071847561574883,26153,11785,9870,23,1,78,4.845008400849318,119414,-113319,19.592124692370795,6.236378235766452,3.7369711833231145,0.3386627906976744
WH182,Chicago,2206,1667,8,1,6,47230,S258,Apparel,6579,0.6557801961563895,8.6789529253673,2.3888091300682945,25968,12102,12800,51,28,60,1.6557801961563894,72132,-65553,10.963976288189695,8.495070856438694,2.9823209428830464,1.3233353329334132
